+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | [Landorus-Therian]      |  110 |  50.46% |  49.09% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 10   | Urshifu                 |    3 |  15.00% |  66.67% |
| 10   | Reuniclus               |    3 |  15.00% |  66.67% |
| 13   | Rotom-Wash              |    2 |  10.00% | 100.00% |
| 13   | Landorus-Therian        |    2 |  10.00% | 100.00% |
| 13   | Kyurem                  |    2 |  10.00% | 100.00% |
| 13   | Serperior               |    2 |  10.00% |  50.00% |
| 17   | Tangrowth               |    1 |   5.00% | 100.00% |
| 17   | Slowbro                 |    1 |   5.00% | 100.00% |
| 17   | Blissey                 |    1 |   5.00% | 100.00% |
| 17   | Hippowdon               |    1 |   5.00% | 100.00% |
| 17   | Garchomp                |    1 |   5.00% | 100.00% |
| 17   | Corviknight             |    1 |   5.00% |   0.00% |
| 17   | Gyarados                |    1 |   5.00% |   0.00% |
| 17   | Volcarona               |    1 |   5.00% |   0.00% |
| 17   | Thundurus               |    1 |   5.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 23   | [Chansey]               |   19 |   8.72% |  36.84% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Soft-Boiled             |   12 |  63.16% |  41.67% |
| 1    | Stealth Rock            |   12 |  63.16% |  33.33% |
| 1    | Seismic Toss            |   12 |  63.16% |  33.33% |
| 4    | Thunder Wave            |    6 |  31.58% |  33.33% |
| 5    | Toxic                   |    2 |  10.53% |  50.00% |
| 5    | Teleport                |    2 |  10.53% |   0.00% |
| 7    | Aromatherapy            |    1 |   5.26% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Gliscor                 |   15 |  78.95% |  26.67% |
| 2    | Toxapex                 |    8 |  42.11% |  37.50% |
| 2    | Slowbro                 |    8 |  42.11% |  25.00% |
| 4    | Skarmory                |    6 |  31.58% |  33.33% |
| 5    | Reuniclus               |    5 |  26.32% |  20.00% |
| 5    | Diancie                 |    5 |  26.32% |   0.00% |
| 7    | Kartana                 |    4 |  21.05% |  25.00% |
| 7    | Magnezone               |    4 |  21.05% |   0.00% |
| 9    | Latias                  |    3 |  15.79% |  33.33% |
| 9    | Sableye                 |    3 |  15.79% |  33.33% |
| 9    | Volcarona               |    3 |  15.79% |  33.33% |
| 12   | Ferrothorn              |    2 |  10.53% | 100.00% |
| 12   | Ditto                   |    2 |  10.53% | 100.00% |
| 12   | Lopunny                 |    2 |  10.53% |  50.00% |
| 12   | Zapdos                  |    2 |  10.53% |  50.00% |
| 12   | Pyukumuku               |    2 |  10.53% |   0.00% |
| 12   | Corviknight             |    2 |  10.53% |   0.00% |
| 12   | Aegislash               |    2 |  10.53% |   0.00% |
| 12   | Rillaboom               |    2 |  10.53% |   0.00% |
| 20   | Hatterene               |    1 |   5.26% | 100.00% |
| 20   | Shedinja                |    1 |   5.26% | 100.00% |
| 20   | Quagsire                |    1 |   5.26% | 100.00% |
| 20   | Kyurem                  |    1 |   5.26% | 100.00% |
| 20   | Mawile                  |    1 |   5.26% | 100.00% |
| 20   | Rotom-Wash              |    1 |   5.26% | 100.00% |
| 20   | Landorus-Therian        |    1 |   5.26% | 100.00% |
| 20   | Mew                     |    1 |   5.26% | 100.00% |
| 20   | Tapu Koko               |    1 |   5.26% | 100.00% |
| 20   | Charizard               |    1 |   5.26% | 100.00% |
| 20   | Scizor                  |    1 |   5.26% | 100.00% |
| 20   | Rapidash                |    1 |   5.26% | 100.00% |
| 20   | Clefable                |    1 |   5.26% | 100.00% |
| 20   | Zeraora                 |    1 |   5.26% |   0.00% |
| 20   | Beedrill                |    1 |   5.26% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 23   | [Skarmory]              |   19 |   8.72% |  63.16% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Spikes                  |   12 |  63.16% |  75.00% |
| 2    | Roost                   |   11 |  57.89% |  63.64% |
| 3    | Body Press              |    8 |  42.11% |  62.50% |
| 4    | Iron Defense            |    4 |  21.05% |  25.00% |
| 5    | Whirlwind               |    2 |  10.53% | 100.00% |
| 6    | Defog                   |    1 |   5.26% | 100.00% |
| 6    | Toxic                   |    1 |   5.26% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Reuniclus               |   10 |  52.63% |  50.00% |
| 2    | Toxapex                 |    9 |  47.37% |  44.44% |
| 3    | Clefable                |    7 |  36.84% |  85.71% |
| 3    | Gliscor                 |    7 |  36.84% |  28.57% |
| 5    | Chansey                 |    6 |  31.58% |  33.33% |
| 6    | Excadrill               |    4 |  21.05% | 100.00% |
| 6    | Tyranitar               |    4 |  21.05% |  75.00% |
| 6    | Gastrodon               |    4 |  21.05% |  75.00% |
| 6    | Lopunny                 |    4 |  21.05% |  50.00% |
| 10   | Latias                  |    3 |  15.79% |  66.67% |
| 10   | Tapu Koko               |    3 |  15.79% |  66.67% |
| 12   | Kyurem                  |    2 |  10.53% | 100.00% |
| 12   | Hippowdon               |    2 |  10.53% | 100.00% |
| 12   | Rotom-Wash              |    2 |  10.53% | 100.00% |
| 12   | Heatran                 |    2 |  10.53% | 100.00% |
| 12   | Slowbro                 |    2 |  10.53% |  50.00% |
| 12   | Ditto                   |    2 |  10.53% |  50.00% |
| 12   | Scizor                  |    2 |  10.53% |  50.00% |
| 12   | Dragonite               |    2 |  10.53% |  50.00% |
| 12   | Blissey                 |    2 |  10.53% |  50.00% |
| 12   | Diancie                 |    2 |  10.53% |   0.00% |
| 22   | Hatterene               |    1 |   5.26% | 100.00% |
| 22   | Shedinja                |    1 |   5.26% | 100.00% |
| 22   | Quagsire                |    1 |   5.26% | 100.00% |
| 22   | Hydreigon               |    1 |   5.26% | 100.00% |
| 22   | Venusaur                |    1 |   5.26% | 100.00% |
| 22   | Seismitoad              |    1 |   5.26% | 100.00% |
| 22   | Cresselia               |    1 |   5.26% | 100.00% |
| 22   | Volcarona               |    1 |   5.26% | 100.00% |
| 22   | Moltres                 |    1 |   5.26% | 100.00% |
| 22   | Melmetal                |    1 |   5.26% | 100.00% |
| 22   | Tapu Lele               |    1 |   5.26% | 100.00% |
| 22   | Garchomp                |    1 |   5.26% | 100.00% |
| 22   | Zeraora                 |    1 |   5.26% |   0.00% |
| 22   | Ferrothorn              |    1 |   5.26% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 23   | [Kyurem]                |   19 |   8.72% |  63.16% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Freeze-Dry              |    9 |  47.37% |  55.56% |
| 2    | Roost                   |    8 |  42.11% |  62.50% |
| 2    | Earth Power             |    8 |  42.11% |  62.50% |
| 4    | Substitute              |    6 |  31.58% |  66.67% |
| 5    | Icicle Spear            |    4 |  21.05% | 100.00% |
| 5    | Dragon Dance            |    4 |  21.05% |  50.00% |
| 7    | Ice Beam                |    3 |  15.79% |  66.67% |
| 8    | Subzero Slammer         |    2 |  10.53% | 100.00% |
| 9    | Rock Slide              |    1 |   5.26% | 100.00% |
| 9    | Focus Blast             |    1 |   5.26% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Diancie                 |    8 |  42.11% |  62.50% |
| 2    | Landorus-Therian        |    7 |  36.84% |  42.86% |
| 3    | Toxapex                 |    6 |  31.58% |  66.67% |
| 3    | Greninja-*              |    6 |  31.58% |  66.67% |
| 3    | Heatran                 |    6 |  31.58% |  66.67% |
| 6    | Kartana                 |    4 |  21.05% |  75.00% |
| 6    | Volcarona               |    4 |  21.05% |  50.00% |
| 6    | Tapu Fini               |    4 |  21.05% |  25.00% |
| 9    | Gliscor                 |    3 |  15.79% |  66.67% |
| 9    | Tapu Lele               |    3 |  15.79% |  66.67% |
| 9    | Celesteela              |    3 |  15.79% |  66.67% |
| 9    | Suicune                 |    3 |  15.79% |  66.67% |
| 9    | Cresselia               |    3 |  15.79% |  66.67% |
| 14   | Skarmory                |    2 |  10.53% | 100.00% |
| 14   | Corviknight             |    2 |  10.53% | 100.00% |
| 14   | Excadrill               |    2 |  10.53% | 100.00% |
| 14   | Tyranitar               |    2 |  10.53% | 100.00% |
| 14   | Zapdos                  |    2 |  10.53% | 100.00% |
| 14   | Clefable                |    2 |  10.53% |  50.00% |
| 14   | Latias                  |    2 |  10.53% |  50.00% |
| 14   | Serperior               |    2 |  10.53% |  50.00% |
| 14   | Lopunny                 |    2 |  10.53% |  50.00% |
| 14   | Garchomp                |    2 |  10.53% |   0.00% |
| 24   | Hatterene               |    1 |   5.26% | 100.00% |
| 24   | Shedinja                |    1 |   5.26% | 100.00% |
| 24   | Quagsire                |    1 |   5.26% | 100.00% |
| 24   | Chansey                 |    1 |   5.26% | 100.00% |
| 24   | Thundurus-Therian       |    1 |   5.26% | 100.00% |
| 24   | Rotom-Wash              |    1 |   5.26% | 100.00% |
| 24   | Mawile                  |    1 |   5.26% | 100.00% |
| 24   | Tapu Bulu               |    1 |   5.26% | 100.00% |
| 24   | Slowbro                 |    1 |   5.26% | 100.00% |
| 24   | Blissey                 |    1 |   5.26% | 100.00% |
| 24   | Grimmsnarl              |    1 |   5.26% |   0.00% |
| 24   | Manaphy                 |    1 |   5.26% |   0.00% |
| 24   | Kommo-o                 |    1 |   5.26% |   0.00% |
| 24   | Victini                 |    1 |   5.26% |   0.00% |
| 24   | Ferrothorn              |    1 |   5.26% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 23   | [Medicham]              |   19 |   8.72% |  52.63% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | High Jump Kick          |   13 |  68.42% |  61.54% |
| 2    | Zen Headbutt            |    9 |  47.37% |  44.44% |
| 3    | Fake Out                |    6 |  31.58% |  50.00% |
| 4    | Bullet Punch            |    4 |  21.05% |  75.00% |
| 5    | Ice Punch               |    3 |  15.79% |  33.33% |
| 6    | Thunder Punch           |    2 |  10.53% |  50.00% |
| 7    | Substitute              |    1 |   5.26% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |   19 | 100.00% |  52.63% |
| 2    | Greninja-*              |   11 |  57.89% |  54.55% |
| 3    | Rotom-Wash              |    9 |  47.37% |  55.56% |
| 3    | Tapu Koko               |    9 |  47.37% |  44.44% |
| 5    | Ferrothorn              |    7 |  36.84% |  85.71% |
| 6    | Volcarona               |    5 |  26.32% |  60.00% |
| 6    | Hawlucha                |    5 |  26.32% |  20.00% |
| 6    | Melmetal                |    5 |  26.32% |  20.00% |
| 9    | Tapu Lele               |    4 |  21.05% |  50.00% |
| 9    | Kartana                 |    4 |  21.05% |  50.00% |
| 11   | Heatran                 |    3 |  15.79% | 100.00% |
| 11   | Weavile                 |    3 |  15.79% |  66.67% |
| 13   | Tapu Fini               |    2 |  10.53% |  50.00% |
| 13   | Victini                 |    2 |  10.53% |  50.00% |
| 13   | Clefable                |    2 |  10.53% |  50.00% |
| 16   | Garchomp                |    1 |   5.26% | 100.00% |
| 16   | Zapdos                  |    1 |   5.26% | 100.00% |
| 16   | Corviknight             |    1 |   5.26% |   0.00% |
| 16   | Slowbro                 |    1 |   5.26% |   0.00% |
| 16   | Blissey                 |    1 |   5.26% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 27   | [Corviknight]           |   16 |   7.34% |  37.50% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Roost                   |    7 |  43.75% |  57.14% |
| 1    | U-turn                  |    7 |  43.75% |  42.86% |
| 1    | Brave Bird              |    7 |  43.75% |  42.86% |
| 1    | Defog                   |    7 |  43.75% |  28.57% |
| 5    | Substitute              |    2 |  12.50% |  50.00% |
| 5    | Bulk Up                 |    2 |  12.50% |  50.00% |
| 5    | Iron Defense            |    2 |  12.50% |  50.00% |
| 8    | Body Press              |    1 |   6.25% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Garchomp                |    6 |  37.50% |  66.67% |
| 1    | Toxapex                 |    6 |  37.50% |  16.67% |
| 3    | Gliscor                 |    5 |  31.25% |  20.00% |
| 3    | Weavile                 |    5 |  31.25% |  20.00% |
| 5    | Slowbro                 |    4 |  25.00% |   0.00% |
| 6    | Tapu Fini               |    3 |  18.75% | 100.00% |
| 6    | Greninja-*              |    3 |  18.75% |  66.67% |
| 6    | Volcarona               |    3 |  18.75% |  33.33% |
| 6    | Charizard               |    3 |  18.75% |  33.33% |
| 6    | Clefable                |    3 |  18.75% |  33.33% |
| 11   | Kyurem                  |    2 |  12.50% | 100.00% |
